,0,1,2
0,-1.0856306033005612,0.9973454465835858,0.28297849805199204
1,-1.506294713918092,-0.5786002519685364,1.651436537097151
2,-2.426679243393074,-0.42891262885617726,1.265936258705534
3,-0.8667404022651017,-0.6788861516220543,-0.09470896893689112
4,1.4913896261242878,-0.638901996684651,-0.44398195964606546
5,-0.43435127561851733,2.2059300827254558,2.1867860889737867
6,1.004053897878877,0.386186399174856,0.7373685758962422
7,1.490732028150799,-0.9358338684023914,1.1758290447821034
8,-1.2538806677490124,-0.6377515024534103,0.9071051958003012
9,-1.428680700225969,-0.1400687201886661,-0.8617548958596855
10,-0.2556193705305969,-2.7985891054607244,-1.771533104509847
11,-0.6998772345979173,0.9274624317585825,-0.1736356827902158
12,0.0028459158968110196,0.688222711102285,-0.8795363430090519
13,0.283627323807291,-0.8053665180656158,-1.7276694941206072
14,-0.390899793755101,0.5738058624050577,0.3385890509998015
15,-0.01183049447881976,2.392365265937726,0.4129121603087788
16,0.9787360059373466,2.2381433384979528,-1.2940853231612488
17,-1.0387882102049535,1.7437122251229307,-0.7980627352410625
18,0.02968323030333022,1.0693159694243486,0.8907063912931708
19,1.7548861819811095,1.4956441370334692,1.0693926697057368
20,-0.7727087142471915,0.7948626677932181,0.31427199450686705
21,-1.326265459940456,1.4172990464768525,0.8072365345785665
22,0.045490080631097156,-0.2330920609844135,-1.198301144700787
23,0.19952407355863258,0.46843911944564426,-0.8311549842432792
24,1.1622040490995293,-1.0972030464830342,-2.1231003500424417
25,1.0397270908927005,-0.4033660381021075,-0.12602958531301514
26,-0.8375167228250533,-1.6059627607174027,1.2552373747242185
27,-0.6888689838469215,1.6609524881479396,0.8073081862107286
28,-0.31475814671745994,-1.0859024011268665,-0.732461986720457
29,-1.2125231310951696,2.0871133595881854,0.16444123022982496
30,1.1502055425466322,-1.2673520490102275,0.18103512959700388
31,1.1778619388085783,-0.3350107619330159,1.0311144589217422
32,-1.0845679120057665,-1.3634715446185843,0.37940061207813613
33,-0.3791764345725522,0.6420546892718314,-1.977887931520449
34,0.7122646354705182,2.5983039272693147,-0.024625981431480627
35,0.03414212890984157,0.17954948463867915,-1.8619757107917871
36,0.4261466396903099,-1.6054097440159647,-0.42767959812380435
37,1.242869549603737,-0.7352169561000764,0.5012489895674
38,1.0127390539563705,0.2787408560959998,-1.3709484700946077
39,-0.3324752753514139,1.959411342388286,-2.025045762997471
